data_id,id,modified,name,value,
174,1231401,1492919419,091_AHU102_CEV_T1_US,46.402,
175,1231402,1492919419,091_AHU102_CEV_DeltaT_US,9.648,
176,1231403,1492919419,091_AHU102_CEV_T2_US,56.050,
177,1231404,1492919420,091_AHU102_CEV_AbsPower_US1,32.933,
178,1231405,1492919420,091_AHU102_CEV_E_Cooling_US1,79266.086,
179,1231406,1492919420,091_AHU102_CEV_E_Heating_US1,15.682,
180,1231407,1492919420,091_AHU102_CEV_RelPower,19.450,
181,1231408,1492919420,091_AHU103_CEV_RelPos,0.000,
182,1231409,1492919421,091_AHU103_CEV_RelFlow,0.000,
183,1231410,1492919421,091_AHU103_CEV_AbsFlow_US,0.000,
184,1231411,1492919421,091_AHU103_CEV_T1_US,46.743,
185,1231412,1492919421,091_AHU103_CEV_DeltaT_US,22.699,
186,1231413,1492919421,091_AHU103_CEV_T2_US,69.438,
187,1231414,1492919421,091_AHU103_CEV_AbsPower_US1,0.000,
188,1231415,1492919422,091_AHU103_CEV_E_Cooling_US1,100071.750,
189,1231416,1492919422,091_AHU103_CEV_E_Heating_US1,5.725,
190,1231417,1492919422,091_AHU103_CEV_RelPower,0.000,
192,1231418,1492919425,091_AHU01_CEV_1RelFlow,3.792,
193,1231419,1492919425,091_AHU01_CEV_1AbsFlow_US,18.221,
194,1231420,1492919425,091_AHU01_CEV_1T1_US,46.234,
195,1231421,1492919425,091_AHU01_CEV_1DeltaT_US,11.911,
196,1231422,1492919426,091_AHU01_CEV_1T2_US,58.154,
197,1231423,1492919426,091_AHU01_CEV_1AbsPower_US1,108.769,
202,1231424,1492919433,091_AHU01_CEV_2RelFlow,4.391,
203,1231425,1492919433,091_AHU01_CEV_2AbsFlow_US,21.098,
204,1231426,1492919433,091_AHU01_CEV_2T1_US,47.757,
205,1231427,1492919434,091_AHU01_CEV_2DeltaT_US,10.711,
206,1231428,1492919434,091_AHU01_CEV_2T2_US,58.468,
207,1231429,1492919434,091_AHU01_CEV_2AbsPower_US1,113.282,
208,1231430,1492919434,091_AHU01_CEV_2E_Cooling_US1,1096342.750,
209,1231431,1492919434,091_AHU01_CEV_2E_Heating_US1,233.098,
210,1231432,1492919434,091_AHU01_CEV_2RelPower,4.095,
211,1231433,1492919435,091_AHU319_CEV_RelPos,0.000,
212,1231434,1492919435,091_AHU319_CEV_RelFlow,0.000,
213,1231435,1492919435,091_AHU319_CEV_AbsFlow_US,0.000,
214,1231436,1492919435,091_AHU319_CEV_T1_US,66.689,
215,1231437,1492919436,091_AHU319_CEV_DeltaT_US,1.088,
216,1231438,1492919436,091_AHU319_CEV_T2_US,67.777,
217,1231439,1492919436,091_AHU319_CEV_AbsPower_US1,0.000,
218,1231440,1492919436,091_AHU319_CEV_E_Cooling_US1,811.358,
219,1231441,1492919436,091_AHU319_CEV_E_Heating_US1,2.246,
220,1231442,1492919437,091_AHU319_CEV_RelPower,0.000,
221,1231443,1492919437,091_AHU504_CEV_RelPos,0.000,
222,1231444,1492919437,091_AHU504_CEV_RelFlow,0.000,
223,1231445,1492919437,091_AHU504_CEV_AbsFlow_US,0.000,
224,1231446,1492919438,091_AHU504_CEV_T1_US,62.523,
225,1231447,1492919438,091_AHU504_CEV_DeltaT_US,5.314,
226,1231448,1492919438,091_AHU504_CEV_T2_US,67.837,
227,1231449,1492919438,091_AHU504_CEV_AbsPower_US1,0.000,
228,1231450,1492919438,091_AHU504_CEV_E_Cooling_US1,37709.805,
229,1231451,1492919439,091_AHU504_CEV_E_Heating_US1,0.194,
230,1231452,1492919439,091_AHU504_CEV_RelPower,0.000,
272,1231453,1492919559,165_MAU1_CEV_1RelFlow,0.000,
276,1231454,1492919565,165_MAU1_CEV_1T2_US,74.772,
277,1231455,1492919565,165_MAU1_CEV_1AbsPower_US1,0.000,
283,1231456,1492919572,165_MAU1_CEV_2AbsFlow_US,0.000,
284,1231457,1492919572,165_MAU1_CEV_2T1_US,89.540,
285,1231458,1492919572,165_MAU1_CEV_2DeltaT_US,14.327,
286,1231459,1492919572,165_MAU1_CEV_2T2_US,75.213,
287,1231460,1492919573,165_MAU1_CEV_2AbsPower_US1,0.000,
288,1231461,1492919573,165_MAU1_CEV_2E_Cooling_US1,3411292.250,
289,1231462,1492919573,165_MAU1_CEV_2E_Heating_US1,5553.084,
290,1231463,1492919573,165_MAU1_CEV_2RelPower,0.000,
291,1231464,1492919573,165_AHU1_CEV_RelPos,0.000,
292,1231465,1492919573,165_AHU1_CEV_RelFlow,0.000,
293,1231466,1492919574,165_AHU1_CEV_AbsFlow_US,0.000,
294,1231467,1492919574,165_AHU1_CEV_T1_US,73.991,
295,1231468,1492919574,165_AHU1_CEV_DeltaT_US,1.366,
296,1231469,1492919574,165_AHU1_CEV_T2_US,75.362,
297,1231470,1492919574,165_AHU1_CEV_AbsPower_US1,0.000,
298,1231471,1492919574,165_AHU1_CEV_E_Cooling_US1,268.918,
299,1231472,1492919575,165_AHU1_CEV_E_Heating_US1,0.007,
300,1231473,1492919575,165_AHU1_CEV_RelPower,0.000,
301,1231474,1492919575,165_AHU2_CEV_RelPos,19.410,
302,1231475,1492919575,165_AHU2_CEV_RelFlow,4.653,
303,1231476,1492919575,165_AHU2_CEV_AbsFlow_US,0.551,
304,1231477,1492919576,165_AHU2_CEV_T1_US,46.766,
305,1231478,1492919576,165_AHU2_CEV_DeltaT_US,19.670,
306,1231479,1492919576,165_AHU2_CEV_T2_US,66.441,
307,1231480,1492919576,165_AHU2_CEV_AbsPower_US1,5.403,
308,1231481,1492919576,165_AHU2_CEV_E_Cooling_US1,16802.910,
309,1231482,1492919576,165_AHU2_CEV_E_Heating_US1,0.573,
310,1231483,1492919576,165_AHU2_CEV_RelPower,5.274,
321,1231484,1492919606,003_AHU2_CEV_RelPos,0.000,
322,1231485,1492919606,003_AHU2_CEV_RelFlow,0.000,
323,1231486,1492919606,003_AHU2_CEV_AbsFlow_US,0.000,
324,1231487,1492919606,003_AHU2_CEV_T1_US,52.383,
325,1231488,1492919606,003_AHU2_CEV_DeltaT_US,1.687,
326,1231489,1492919607,003_AHU2_CEV_T2_US,54.070,
327,1231490,1492919607,003_AHU2_CEV_AbsPower_US1,0.000,
329,1231491,1492919610,003_AHU2_CEV_E_Heating_US1,9.850,
330,1231492,1492919610,003_AHU2_CEV_RelPower,0.000,
331,1231493,1492919610,168_AHU1_CEV_RelPos,20.770,
332,1231494,1492919610,168_AHU1_CEV_RelFlow,5.109,
333,1231495,1492919611,168_AHU1_CEV_AbsFlow_US,6.479,
334,1231496,1492919611,168_AHU1_CEV_T1_US,46.225,
335,1231497,1492919611,168_AHU1_CEV_DeltaT_US,17.705,
336,1231498,1492919611,168_AHU1_CEV_T2_US,63.935,
337,1231499,1492919612,168_AHU1_CEV_AbsPower_US1,57.430,
338,1231500,1492919612,168_AHU1_CEV_E_Cooling_US1,97978.719,
339,1231501,1492919612,168_AHU1_CEV_E_Heating_US1,13.297,
340,1231502,1492919612,168_AHU1_CEV_RelPower,8.010,
341,1231503,1492919612,168_AHU2_CEV_RelPos,30.070,
342,1231504,1492919612,168_AHU2_CEV_RelFlow,8.646,
343,1231505,1492919613,168_AHU2_CEV_AbsFlow_US,10.964,
344,1231506,1492919613,168_AHU2_CEV_T1_US,45.749,
345,1231507,1492919613,168_AHU2_CEV_DeltaT_US,17.587,
346,1231508,1492919613,168_AHU2_CEV_T2_US,63.322,
347,1231509,1492919613,168_AHU2_CEV_AbsPower_US1,96.452,
348,1231510,1492919613,168_AHU2_CEV_E_Cooling_US1,108602.414,
349,1231511,1492919614,168_AHU2_CEV_E_Heating_US1,14.201,
350,1231512,1492919614,168_AHU2_CEV_RelPower,13.438,
351,1231513,1492919614,168_MAU1_CEV_RelPos,0.150,
352,1231514,1492919614,168_MAU1_CEV_RelFlow,0.000,
353,1231515,1492919614,168_MAU1_CEV_AbsFlow_US,0.000,
354,1231516,1492919614,168_MAU1_CEV_T1_US,72.901,
355,1231517,1492919615,168_MAU1_CEV_DeltaT_US,0.299,
356,1231518,1492919615,168_MAU1_CEV_T2_US,72.602,
357,1231519,1492919615,168_MAU1_CEV_AbsPower_US1,0.000,
358,1231520,1492919615,168_MAU1_CEV_E_Cooling_US1,4.537,
359,1231521,1492919615,168_MAU1_CEV_E_Heating_US1,1.746,
360,1231522,1492919616,168_MAU1_CEV_RelPower,0.000,
361,1231523,1492919616,168_AHU3_CEV_RelPos,0.000,
362,1231524,1492919616,168_AHU3_CEV_RelFlow,0.000,
363,1231525,1492919616,168_AHU3_CEV_AbsFlow_US,0.000,
364,1231526,1492919616,168_AHU3_CEV_T1_US,64.286,
365,1231527,1492919616,168_AHU3_CEV_DeltaT_US,5.983,
366,1231528,1492919617,168_AHU3_CEV_T2_US,58.307,
367,1231529,1492919617,168_AHU3_CEV_AbsPower_US1,0.000,
368,1231530,1492919617,168_AHU3_CEV_E_Cooling_US1,342.372,
369,1231531,1492919617,168_AHU3_CEV_E_Heating_US1,0.104,
370,1231532,1492919617,168_AHU3_CEV_RelPower,0.000,
371,1231533,1492919618,168_AHU4_CEV_RelPos,0.150,
372,1231534,1492919618,168_AHU4_CEV_RelFlow,0.000,
373,1231535,1492919618,168_AHU4_CEV_AbsFlow_US,0.000,
374,1231536,1492919618,168_AHU4_CEV_T1_US,50.606,
375,1231537,1492919618,168_AHU4_CEV_DeltaT_US,16.915,
376,1231538,1492919618,168_AHU4_CEV_T2_US,67.531,
377,1231539,1492919618,168_AHU4_CEV_AbsPower_US1,0.000,
378,1231540,1492919619,168_AHU4_CEV_E_Cooling_US1,38744.613,
379,1231541,1492919619,168_AHU4_CEV_E_Heating_US1,0.128,
380,1231542,1492919619,168_AHU4_CEV_RelPower,0.000,
381,1231543,1492919619,153D_AHU1_CEV_RelPos,41.790,
382,1231544,1492919619,153D_AHU1_CEV_RelFlow,18.703,
383,1231545,1492919619,153D_AHU1_CEV_AbsFlow_US,10.480,
384,1231546,1492919620,153D_AHU1_CEV_T1_US,45.876,
385,1231547,1492919620,153D_AHU1_CEV_DeltaT_US,11.818,
386,1231548,1492919620,153D_AHU1_CEV_T2_US,57.693,
387,1231549,1492919620,153D_AHU1_CEV_AbsPower_US1,62.411,
388,1231550,1492919620,153D_AHU1_CEV_E_Cooling_US1,222338.203,
389,1231551,1492919620,153D_AHU1_CEV_E_Heating_US1,5724.011,
390,1231552,1492919620,153D_AHU1_CEV_RelPower,14.982,
